3132,3475,94,188,3575,507,775,1672,2226,1644,78,1391,1304,427,2912,2383,398,3314,1050,1942,2258,2342,1825,11,2061,2086,847,133,1654,1009,1999,2244,1894,2473,770,2244,2222,2680,3046,463,2834,94,462,3134,3228,888,2542,2579,3036,3580,2757,569,770,1346,261,1644,3066,1391,1355,427,3278,1269,735,3325,1242,2222,2680,428,515,142,1760,3511,2222,2202,3534,2956,1032,2,2830,3228,888,2542,3491,1799,2482,907,3352,1391,903,1212,2466,1644,78,1391,1304,427,167,5,763,2258,2342,1825,3013,2473,2542,326,878,763,11,2061,2086,1360,2257,507,1966,3228,888,2542,770,780,94,142,1311,575,763,2402,2194,1335,780,3228,888,2542,5,2813,1499,1238,2079,827,2542,2813,1499,2089,569,32,1847,1427,2242,2473,770,2244,142,678,2702,1536,630,1234,276,5,3310,2654,5,74,100,1628,775,1672,2226,1644,78,1391,1304,427,1061,2619,2644,1644,2132,1966,2036,2644,587,775,3177,775,1672,2226,1644,78,1391,1304,427,3353,2036,2644,983,2490,3314	2
3132,3475,94,188,3575,507,775,1672,2226,3580,562,2369,1686,1644,78,1391,280,427,2102,3177,1629,427,1146,2165,3445,2089,3534,1999,1797,1254,1507,876,2953,134,148,1398,2643,2979,809,34,1105,145,630,2695,1629,427,2462,2473,1304,427,142,2624,2140,364,1644,78,1391,280,427,1738,94,462,74,1304,427,1269,735,145,630,3080,2622,179,142,1760,1088,3344,3418,1223,94,907,3352,1391,903,1212,2466	2
3132,3475,94,188,3575,507,1644,78,1391,3366,427,1847,775,1672,2226,3580,2757,133,2732,3570,1999,1925,3083,2244,347,1719,52,2312,997,148,3544,94,2726,1398,3046,463,142,242,2232,1636,763,167,1826,2912,2383,142,3228,888,2542,1035,1742,827,1644,3066,1391,2773,427,142,2460,3286,3228,888,2542,770,780,94,2643,2542,1583,2643,907,3352,1391,903,1212,2466,142,2542,326,878,3166,2473,5,462,150,2579,1644,78,1391,3366,427,827,1812,3228,888,2542,1401,133,1398,1650,970,1791,3166,3209,1335,780,3580,1644,3132,1417,1391,403,1391,100,2454,3480,1644,78,1391,3366,427,2026,3314,5,3353,3132,1417,94,188,2122,321,1434,673,15,2050,142,2929,1218,2921,321,3314,770,5,3132,1417,94,188,827,3040,3314,3228,888,2542,770,3195,1644,3066,1391,2773,427,3132,3475,94,188,1936,671,3534,1669,2467,1644,78,1391,3366,427,735,2089,1760,775,142,131,779,630,2831,1187,2454,1325,3073,2297,2277,2467,1644,78,1391,3366,427,1475,321,588,3425,2507,3600,1040,1544,763	2
3491,137,665,1598,609,775,1672,2226,2216,1925,1516,427,2914,3490,469,1462,394,1626,2067,628,3132,838,3029,1442,2238,1025,1516,427,3132,838,2789,1644,78,1391,2684,427,2430,968,142,2114,2654,3258,398,885,671,133,3594,2454,1847,3177,775,1672,2226,1033,3278,1054,469,1403,2732,1424,547,112,321,3490,2490,1279,2067,628,3132,838,142,2523,1105,1634,3258,3271,1427,558,1612,775,1672,1796,142,1760,3036,2684,427,570,1029,179,673,2921,321,300,3029,1516,427,3132,838,3491,2114,1242,142,1375,38,2429,3291,1644,3066,1391,3366,427,1606,1628,2466,763,1847,3263,3520,1516,427,3132,838,469,1403,142,2523,1105,1634,3258,3271,1427,558,1612,775,1672,2226,2684,427,2829,133,1310,1628,5,1760,35,573,3353,3366,427,770,1310,2454,1847,775,1672,1745,1795,1223,94,2643,2979,3187,3366,427,1728,2674,1951,3204,3314,770,5,1644,78,1391,2684,427,1146,2517,3195,1644,3066,1391,251,2752,100,1628,2454,1928,74,1644,3066,1391,142,2556,2317,179,673,2921,321,1644,78,1391,2684,427,735,2473,1582,137,665,555,3249,1636,1665,1728,860,671,2454,2067,4,761,3238,3480,3491,555,1644,78,1391,113,1994,2152,3141,2222,2680,2700,3419,609,649,2045,2552,1671,2216,1925,1588,3537,2728,21,2728,1612,2067,628,3132,838,678,285,1671,3491,2114,3258,3177,1516,427,3098,2057,2114,2654,3132,838,2523,1105,406,3440,558,1612,907,77,874,1242,2775,3187,763,2757,1040,3258,3177,1736,1054,885,671,2114,2654,3258,398,885,671,735,1238,1391,403,2152,3141,874,2523,1105,34,2010,1737,3534,3339,3489,1996,2982,438,684,2517,1628,2829,766,2045,2556,2317,4,761,1391,638,427,3022,427,142,761,862,1644,3066,1391,3366,427,3366,427,142,2684,673,1644,78,1391,2684,427,142,1434,673,2789,1214,2317,156,752,2244,838,2674,1991,678,1942,142,1613,115,1815,1598,874,2270,761,766,761,321,2492,3029,2982,2482	23
897,289,1999,1874,3570,2244,1391,903,808,552,1669,3575,507,775,1672,2226,3580,2757,1644,78,1391,656,427,449,2089,897,289,1999,1874,3570,2244,1925,3485,1507,1701,1456,3033,2830,145,630,1592,1644,3066,1391,2224,427,427,3436,1791,462,3134,2224,427,427,2830,735,179,642,515,477,630,142,1427,2202,1213,713,2056,1223,94,1760,2752,5,827,1812,1223,94,3029,2466,907,77,678,2654,2468,1760,685,469,545,1020,1812,1223,94,907,3352,2466,775,1672,2226,3580,2757,1644,78,1391,656,427,449,2089,897,289,1999,1874,3570,2244,3485,609,836,2680,1507,103,427,1502,503,3284,937,630,1592,1644,3066,1391,810,427,427,3436,1791,462,3134,810,427,427,1269,735,1359,2622,1739,142,1304,2202,2,191,322,630,142,599,2202,474,322,1760,1262,474,322,630,2830,2067,1391,903,1212,2466,1826,157,761,2222,2680,1747,2270,1462,1612,396,338,907,3352,3258,1443,2466	2
1427,2216,2532,3490,808,552,94,188,3575,507,1644,78,1391,2684,427,3029,1339,2674,3301,2067,2118,2597,142,3444,1097,2283,2865,1050,1502,3134,1928,1311,575,3029,822,1612,142,2993,191,678,2654,3480,1928,3436,2579,236,3173,3020,1845,930,3485,569,2680,2118,1866,2579,3029,1630,2913,569,1187,2921,2715,1326,1644,78,1391,2684,427,1187,1367,1285,1269,5,3436,1367,2780,775,2563,3513,347,2929,1218,406,1857,2929,1866,2345,3513,1325,3073	2
339,2622,1128,1391,903,808,552,1669,3575,507,775,1672,2226,1442,508,3580,2757,1644,78,1391,1907,427,3096,1061,2542,3511,2283,678,2160,1666,2789,1050,1502,428,2031,3091,427,770,469,515,662,587,1391,1453,3166,1033,847,1907,427,3096,763,1417,251,1048,2051,2098,3091,427,326,2752,2454,763,2402,1827,3091,427,2369,2673,725,2752,3491,1799,2482,3091,427,2369,725,188,3168,2487,2700,511,1501,2383,2045,2588,1672,1005,396,2098,553,2411,2098,903,2921,2752,562,1146,1815,2317,1325,665,2711,2467,179,673,3575,507,3132,3475,94,188,459,2700,261,461,1866,142,761,766,2982,2118,1644,78,1391,1907,427,3096,635,2140,2098,3066,3162,1391,1826,2012,2979,1391,2411,2098,569,2680,2118,1146,3300,2929,1636,2528,1391,903,12,985,2884,1187,2674,1709,824,2482,2929,1218,2921,321,2552,757,761,766,2616,321,3164,562,1866,2579,3029,1630,2913,569,1187,2921,2715,1326,459,1243,3534,1669,2967,2674,2165,1325	1
2641,3570,1999,1121,422,2244,1391,903,808,552,1669,3575,507,775,1672,2226,1644,78,1391,2684,427,427,2789,3091,427,1476,3314,12,2504,462,150,1644,3066,1391,3366,427,3278,1269,735,2641,3570,1999,1121,422,2244,2321,1121,1398,2297,1502,2134,2244,3278,2542,3478,2865,515,1325,142,179,1009,2528,2303,1032,2056,62,2542,1061,1812,2542,1728,2674,2473,780,587,1391,925,133,2559,2542,2677,827,2559,2542,1050,1391,2559,665,2124,2542,217,2124,2542,70,224,2473,780,5,2684,427,427,2563,827,1812,2542,2473,2089,1121,422,2244,1213,876,1843,142,2559,2542,2677,2637,3180,2559,665,2579,297,2684,427,427,2813,1499,2559,2572,142,2124,2542,3561,133,3091,427,1242,2831,2122,1537,1325,2869,1812,2542,573,3418,1097,2226,3580,2757,2684,427,427,2813,1499,1812,2542,735,2641,3570,1999,1121,422,2244,3228,1638,1242,3478,428,2487,1644,3132,1417,1391,403,2876,3480,3491,1462,907,1799,2482,1812,2542,907,3352,2118,2466,2711,2467,179,673,3575,507,2921,321,3132,3475,94,188,678,61,261,1462,761,4,761,1644,3066,1391,2684,673,1644,78,1391,1434,673,761,1391,761,862,2270,3132,3475,94,188,2982,2118,1644,78,1391,2684,427,427,3029,1339,2674,3301,2067,2118,2597,142,2947,1559,3134,1928,3162,1391,329,1462,3020,1845,930,3485,569,2680,2118,1866,3029,1630,2913,569,1187,2921,2715,1326,3475,1243,3534,1669,2165,1325	2
3491,137,665,1598,609,775,1672,2226,3580,2369,1686,1644,78,1391,3250,427,3096,1061,309,2921,2789,1644,3066,1391,3250,427,2771,735,3213,1878,1128,1424,141,1894,1424,141,1636,1771,428,515,770,469,717,2078,3491,1600,3282,2332,2993,2079,2473,167,5,1644,78,1391,3250,427,3096,2912,1760,1885,2651,1498,2789,3250,427,434,3250,427,2813,2542,431,133,3213,1878,1128,1424,141,1894,1925,2956,3588,3250,427,2771,1956,1644,78,1391,3250,427,3096,763,2651,1498,827,3250,427,2771,1223,2752,3166,2098,3491,37,2482,1999,2674,846,1799,2482,1636,3021,1799,2482,3250,427,2771,142,2098,2511,553,2411,2098,587,2519,3314,770,5,1644,3066,1391,3250,427,2771,2789,1644,78,1391,3250,427,3096,1170,553,2092,903,2921,1946,135,2752,562,1146,1815,2317,1325,665,179,673,2921,321,1644,78,1391,735,2473,1582,137,665,555,3249,1636,1665,1728,860,671,3462,2067,3213,1878,1128,3132,1417,1991,1187,3412,3485,608,1346,3478,1708,2235,808,1598,438,684,1346,3478,3339,3489,1644,3066,1391,3250,427,2771,142,2684,673,761,1391,3250,427,434,3250,427,2811,142,761,862,37,2482,1999,2674,846,1799,2482,1636,3021,838,2674,1799,2482,2140,1527,4,985,885,671,4,2270,761,766,761,321,2492,3029,2982,2482	1
156,2132,1128,1391,903,808,552,1669,3575,507,775,1672,2226,3580,2757,1644,78,1391,3091,427,1592,156,2132,1128,2297,2428,1936,2577,1050,1502,1050,190,807,427,3436,735,2324,2299,1709,1564,462,3134,807,427,2786,326,1442,1346,2297,2466	2
856,1752,1999,1391,903,808,552,1669,3575,507,775,1672,157,1644,78,1391,656,427,1061,3491,3067,1295,807,1627,1190,3164,856,1752,1999,2249,754,2813,998,2255,2115,3029,2829,1928,1771,2542,2581,2118,2695,2446,1928,1644,3066,1391,280,427,3096,280,427,434,1391,903,1212,2466,5,1644,78,1391,656,427,573,2926,587,1644,3066,1391,133,856,1752,1999,2249,754,2813,998,969,1375,2454,827,2466,3547,234,763,704,3594,146,587,1644,3066,1391,2429,3291,1771,2542,1644,78,1391,656,427,1760,35,1401,853,5,1847,775,1672,887,2466,154,280,427,434,912,79,261,394,2597,1760,1366,3181,775,1672,1644,3066,1391,133,2813,998,1598,3226,770,1346,1644,2446,1644,78,1391,656,427,1100,3180,2026,3195,2466,775,1672,2226,1644,78,1391,656,427,3491,3132,1417,94,188,1311,585,2081,3565,133,3314,2454,2122,321,1434,673,261,15,2050,142,2929,1218,2921,321,5,2517,3195,1952,2620,100,1628,2454,1928,74,261,587,1644,3066,1391,142,2556,2317,2118,761,609,179,673,3575,507,142,2921,321,3132,3475,94,188,3353,3534,1669,459,2700,261,461,1866,761,766,2982,2118,1644,78,1391,656,427,3029,1339,2674,3301,2067,2118,2597,142,3172,763,2181,425,2921,321,570,1029,2609,461,142,2993,191,2446,1928,3162,1391,329,1462,3020,1845,930,3485,1866,2579,3029,1630,2913,569,1187,2921,2715,1326,1799,1847,569,2929,1218,5,70,15,2851,2967,2674,1040,3029,2345,2411,1325,3073,459,1243,3534,1669,2467,1644,78,1391,656,427,2967,3339,1636,2528,1391,903,12,985,2884,1187,2674,1709,824,2482,1325,3073	23
3491,137,665,1598,609,775,1672,157,142,1760,3036,297,179,1644,78,1391,2684,427,2089,1573,2412,1128,2835,114,1507,876,3600,1956,1925,1398,2643,3033,2830,145,1592,1644,3066,1391,597,427,3436,2624,2140,1709,1564,3134,74,1644,3066,1391,2665,3299,1847,145,630,142,3165,642,1306,490,907,3352,1391,903,1212,2466,775,1672,2226,297,179,1644,78,1391,2684,427,2089,1573,2412,1128,2835,114,1507,876,3566,2414,1398,2643,3033,2830,145,1592,1644,3066,1391,3091,427,3436,2624,2140,1709,1564,3134,74,1644,3066,1391,2665,3299,1847,145,630,142,2,191,34,1105,2555,490,907,3352,1391,903,1212,2466,3314,770,5,983,462,1462,1612,1644,3283,2858,2454,1146,770,3195,1644,3066,1391,775,1672,2226,297,179,1644,78,1391,2684,427,2089,1573,2412,1128,2835,114,1507,876,3536,3313,1242,3422,836,1760,1507,2643,3033,2830,145,1592,1644,3066,1391,1866,427,3436,2624,2140,1709,1564,3134,74,1644,3066,1391,1269,2869,1847,145,630,142,2308,2202,2,191,1623,2400,2332,907,3352,2466,3314,770,5,983,462,1462,1612,1146,1644,3283,2858,775,1672,2226,297,179,1644,78,1391,2684,427,2089,1573,2412,1128,2835,114,1507,876,3600,1956,1925,1398,2643,3033,2830,145,1592,1644,3066,1391,597,427,3436,2624,2140,1709,1564,3134,74,1644,3066,1391,2665,3299,1847,145,630,142,2969,2202,2,191,1915,510,1008,2045,1793,2202,649,887,3165,642,1306,490,12,1443,907,3352,1391,903,1212,2466,3314,770,5,179,673,983,462,1462,1612,1146,1644,3283,2858,2454,1146,770,3195,1644,3066,1391,775,1672,2226,1636,508,1644,78,1391,2684,427,2089,1573,2412,1128,2835,114,1507,876,2020,2076,1242,3422,1760,3241,2134,3580,223,3033,2830,145,1592,1644,3066,1391,896,427,3436,2624,2140,1709,1564,3134,74,1644,3066,1391,1269,2869,1847,145,630,142,2308,2202,1427,1796,2,191,1358,3095,2400,2332,907,3352,1391,903,1212,2466,3314,770,5,983,462,1462,1612,1146,1644,3283,2858,1476,1598,609,1644,78,1391,2684,427,2026,3314,5,2122,321,1434,673,261,179,673,2929,1218,2921,321,137,665,3594,146,1644,78,1391,3353,3534,1669,2700,2344,1391,903,1212,2466,763,1847,2517,1946,1644,3066,1391,179,673,2921,321,1644,78,1391,2684,427,735,1582,137,1636,1728,860,671,2454,2067,1644,3066,1391,597,427,3091,427,1866,427,896,427,142,2684,673,1996,2982,438,684,1346,3478,1708,2235,808,1598,438,684,808,1598,438,684,761,766,37,251,3445,2482,4,2045,761,766,37,251,2552,1671,770,3195,2552,1671,907,77,2982,2482,663,3381,4,2511,567,3171,609,3238,3480,3491,555,113,1994,2152,3141,416,1628,1014,761,2270,761,766,3053,3029,761,321,2492,3029,2982,2482	2
3501,2937,1128,1391,903,808,552,1669,3575,507,775,1672,2226,2226,3580,2757,1644,78,1391,2956,427,449,2089,3501,2937,1128,1920,2299,2895,1920,2299,3588,1411,115,1427,2508,3198,3588,3022,427,1956,428,2487,827,1760,326,2134,2494,3146,34,462,150,5,2956,427,3166,1964,827,34,427,2089,2473,1101,1999,1416,1507,1894,3378,2141,775,1672,2226,1636,508,2956,427,2388,34,2089,2369,278,3418,3588,3580,1644,3588,903,3197,2221,5,1644,2473,1101,1999,68,77,405,678,983,3238,3480,2118,761,609,3575,507,2921,321,2725,3131,3132,3475,94,188,3353,2674,1582,459,2700,261,1462,761,4,761,761,1391,761,862,1644,3066,1391,2684,673,1644,78,1391,142,1434,673,2789,1214,2317,1799,2482,2140,1527,1708,2235,808,1598,438,684,2270,761,766,3501,2937,1128,1391,903,808,552,1669,2982,2118,1644,78,1391,2956,427,2597,1728,2884,2674,462,3134,3162,1391,329,1462,3020,1845,930,3485,569,2680,2118,1866,3029,1630,2913,1187,2921,2715,1326,1644,78,1391,2956,427,2982,1218,2520,779,2572,1040,1302,2511,2345,2411,1325,3073,1936,671,2467,1644,78,1391,2956,427,735,2089,1760,775,1594,1262,1672,131,779,630,2831,1187,2454,1325,3073,2297	2
